"id"	"name"	"level"	"grade"	"mates"	"shield"	"slow"	"stun"	"mshield"	"docking"	"regen"	"damageb"	"speedb"	"sky"	"blink"	"boss"	"ignore"	"single"	"last"	"life"	"rangenlpd"	"rangetlpd"	"sstun"	"rangellpd"	"armorbreak"	"udelete"	"berserk"	"splash"	"bombup"	"재료"	"최하위합"	"깊이"
"96"	"죠즈"	"4"	"희귀함"	"57,21,47"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"갱 벳지x1 + 스쿼드x1 + 캡틴크로x1"	"13"	"3"
"97"	"바르토로메오"	"4"	"희귀함"	"21,54,32"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"아론x1 + 파이러츠도킹5x1 + 캡틴크로x1"	"14"	"3"
"98"	"반더데켄"	"4"	"희귀함"	"54,37,39"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"아론x1 + 헤르메포x1 + 징베x1"	"14"	"3"
"99"	"와이퍼"	"4"	"희귀함"	"33,52,36"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"에넬x1 + 상디 검은다리x1 + 우솝 화염탄x1"	"12"	"3"
"100"	"제프"	"4"	"희귀함"	"58,45,55"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"이나즈마 혁명군x1 + 바질 호킨스x1 + 봉쿠레x1"	"14"	"3"
"101"	"킨에몬"	"4"	"희귀함"	"46,59,21"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"킬러x1 + 에이스 2번대대장x1 + 캡틴크로x1"	"14"	"3"
"102"	"캡틴 키드"	"4"	"희귀함"	"42,38,46"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"킬러x1 + 나미 크리마텍트x1 + 키드x1"	"13"	"3"
"114"	"우솝 보잉열도"	"4"	"희귀함"	"36,47,38"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"갱 벳지x1 + 나미 크리마텍트x1 + 우솝 화염탄x1"	"11"	"3"
"124"	"레일리"	"4"	"희귀함"	""	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	""	"0"	"0"
"144"	"고대의 배"	"4"	"희귀함"	""	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	""	"0"	"0"
"249"	"카쿠"	"4"	"희귀함"	"40,61,43"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"챠카x1 + 루치x1 + 로빈 오하라x1"	"15"	"3"
"274"	"X-드레이크"	"4"	"희귀함"	"53,45,54"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"아론x1 + X-드레이크x1 + 바질 호킨스x1"	"15"	"3"
"103"	"모리아"	"5"	"전설적인"	"84,85,86,16"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"목재x3 + 페로나x1 + 류마x1 + 오즈x1"	"43"	"4"
"104"	"루피 나이트메어"	"5"	"전설적인"	"84,85,15,63,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"압살롬x1 + 루피 기어써드x1 + 목재x3 + 류마x1 + 오즈x1"	"46"	"4"
"105"	"징베"	"5"	"전설적인"	"98,81,79,16"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"목재x3 + 로우x1 + 아카이누x1 + 반더데켄x1"	"46"	"4"
"106"	"스모커"	"5"	"전설적인"	"72,73,74,16"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"목재x3 + 모몬가x1 + 마젤란x1 + 거프x1"	"41"	"4"
"107"	"드래곤"	"5"	"전설적인"	"93,94,69,16"	"True"	"True"	"True"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"비비x1 + 목재x3 + 사보x1 + 이완코브x1"	"44"	"4"
"108"	"핸콕"	"5"	"전설적인"	"67,64,66,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"핸콕x1 + 미호크x1 + 목재x3 + 상디 디아블잠브x1"	"39"	"4"
"109"	"시키"	"5"	"전설적인"	"99,249,73,16"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"카쿠x1 + 마젤란x1 + 목재x3 + 와이퍼x1"	"43"	"4"
"110"	"센고쿠"	"5"	"전설적인"	"79,77,78,16"	"True"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"목재x3 + 아카이누x1 + 키자루x1 + 아오키지x1"	"46"	"4"
"111"	"샹크스"	"5"	"전설적인"	"91,92,64,16"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"상디 디아블잠브x1 + 목재x3 + 벤 베크만x1 + 샹크스x1"	"39"	"4"
"112"	"흰수염"	"5"	"전설적인"	"96,95,101,16"	"True"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"죠즈x1 + 마르코 불사조x1 + 킨에몬x1 + 목재x3"	"45"	"4"
"113"	"레이쥬"	"5"	"전설적인"	"73,70,68,16"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"크로커다일 MR.0x1 + 마젤란x1 + 목재x3 + 베이비5x1"	"46"	"4"
"115"	"카르가라"	"5"	"전설적인"	"114,88,99,16"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"목재x3 + 브룩 음악가x1 + 우솝 보잉열도x1 + 와이퍼x1"	"38"	"4"
"116"	"라분"	"5"	"전설적인"	"88,97,75,16"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"바르토로메오x1 + 시류x1 + 브룩 음악가x1 + 목재x3"	"41"	"4"
"117"	"바르토로메오"	"5"	"전설적인"	"97,63,114,16"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"바르토로메오x1 + 목재x3 + 우솝 보잉열도x1 + 루피 기어써드x1"	"41"	"4"
"118"	"조로 사자의노래"	"5"	"전설적인"	"65,86,66,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"목재x3 + 조로 현상금 사냥꾼x1 + 미호크x1 + 페로나x1"	"41"	"4"
"119"	"루치"	"5"	"전설적인"	"249,72,81,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"목재x3 + 카쿠x1 + 거프x1 + 로우x1"	"45"	"4"
"120"	"상디"	"5"	"전설적인"	"64,93,82,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"바질 호킨스x1 + 목재x3 + 이완코브x1 + 상디 디아블잠브x1"	"45"	"4"
"121"	"코비"	"5"	"전설적인"	"75,91,100,16"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"시류x1 + 제프x1 + 목재x3 + 샹크스x1"	"39"	"4"
"122"	"후지토라"	"5"	"전설적인"	"101,89,68,16"	"False"	"True"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"도플라밍고x1 + 킨에몬x1 + 목재x3 + 크로커다일 MR.0x1"	"45"	"4"
"123"	"블랙마리아"	"5"	"전설적인"	"63,249,274,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"카쿠x1 + 목재x3 + X-드레이크x1 + 루피 기어써드x1"	"46"	"4"
"125"	"레일리"	"5"	"전설적인"	"124,71,37,16"	"True"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"True"	"False"	"레일리x1 + 목재x5 + 징베x1 + 센토마루x1"	"25"	"4"
"126"	"슈가"	"5"	"전설적인"	"87,114,82,16"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"바질 호킨스x1 + 슈가x1 + 우솝 보잉열도x1 + 목재x3"	"40"	"4"
"128"	"쿠마 폭군"	"5"	"전설적인"	"71,70,90,16"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"쵸파 혼포인트x1 + 목재x3 + 센토마루x1 + 베이비5x1"	"46"	"4"
"129"	"검은수염"	"5"	"전설적인"	"80,75,83,16"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"바제스x1 + 시류x1 + 검은수염x1 + 목재x3"	"43"	"4"
"130"	"나미"	"5"	"전설적인"	"69,88,86,16"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"비비x1 + 목재x3 + 브룩 음악가x1 + 페로나x1"	"42"	"4"
"131"	"시저"	"5"	"전설적인"	"89,78,72,16"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"도플라밍고x1 + 목재x3 + 거프x1 + 키자루x1"	"42"	"4"
"132"	"제파"	"5"	"전설적인"	"83,77,94,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"바제스x1 + 사보x1 + 목재x3 + 아오키지x1"	"45"	"4"
"133"	"에이스"	"5"	"전설적인"	"95,74,80,16"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"마르코 불사조x1 + 모몬가x1 + 검은수염x1 + 목재x3"	"46"	"4"
"134"	"로우"	"5"	"전설적인"	"81,102,71,16"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"캡틴 키드x1 + 로우x1 + 목재x3 + 센토마루x1"	"45"	"4"
"135"	"쵸파 유력강화"	"5"	"전설적인"	"90,98,83,16"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"쵸파 혼포인트x1 + 목재x3 + 바제스x1 + 반더데켄x1"	"44"	"4"
"136"	"울티"	"5"	"전설적인"	"90,92,71,16"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"False"	"쵸파 혼포인트x1 + 센토마루x1 + 목재x3 + 벤 베크만x1"	"44"	"4"
"137"	"마르코 환수종"	"5"	"전설적인"	"95,67,70,16"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"마르코 불사조x1 + 핸콕x1 + 목재x3 + 베이비5x1"	"44"	"4"
"213"	"히루루크 사망비석"	"5"	"전설적인"	"135"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파 유력강화x1"	"44"	"5"
"255"	"크래커"	"5"	"전설적인"	"100,101,87,16"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"목재x3 + 킨에몬x1 + 제프x1 + 슈가x1"	"42"	"4"
"267"	"토키"	"5"	"전설적인"	"78,65,144,16"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"목재x5 + 고대의 배x1 + 조로 현상금 사냥꾼x1 + 키자루x1"	"32"	"4"
"268"	"시노부"	"5"	"전설적인"	"85,80,101,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"킨에몬x1 + 검은수염x1 + 목재x3 + 류마x1"	"45"	"4"
"275"	"네코마무시"	"5"	"전설적인"	"102,99,274,16"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"캡틴 키드x1 + 목재x3 + 와이퍼x1 + X-드레이크x1"	"43"	"4"
"290"	"킹"	"5"	"전설적인"	"274,82,89,16"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"바질 호킨스x1 + 목재x3 + X-드레이크x1 + 도플라밍고x1"	"46"	"4"
"349"	"히바리"	"5"	"전설적인"	"70,79,88,16"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"목재x3 + 브룩 음악가x1 + 아카이누x1 + 베이비5x1"	"44"	"4"
"358"	"브륄레"	"5"	"전설적인"	"114,69,124,15,16"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"비비x1 + 레일리x1 + 목재x3 + 우솝 보잉열도x1 + 압살롬x1"	"32"	"4"
"139"	"레드포스호"	"6"	"히든조합"	"111,41,168"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"샹크스x1 + 버기 마기탄x1 + 해적선x1"	"43"	"5"
"145"	"써니호"	"6"	"히든조합"	"102,249,168"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"캡틴 키드x1 + 카쿠x1 + 해적선x1"	"29"	"4"
"146"	"방주맥심"	"6"	"히든조합"	"99,114,47,168"	"False"	"True"	"True"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"갱 벳지x1 + 우솝 보잉열도x1 + 와이퍼x1 + 해적선x1"	"28"	"4"
"147"	"모비딕호"	"6"	"히든조합"	"96,60,25,168"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"죠즈x1 + 마르코x1 + 에이스x1 + 해적선x1"	"21"	"4"
"148"	"베르고"	"6"	"히든조합"	"97,64,58,36"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"바르토로메오x1 + 우솝 화염탄x1 + 봉쿠레x1 + 상디 디아블잠브x1"	"36"	"4"
"149"	"이완코브"	"6"	"히든조합"	"93,68,41"	"True"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"버기 마기탄x1 + 크로커다일 MR.0x1 + 이완코브x1"	"32"	"4"
"150"	"키쿠노죠"	"6"	"히든조합"	"101,65,42"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"킨에몬x1 + 조로 현상금 사냥꾼x1 + 키드x1"	"31"	"4"
"151"	"피셔타이거"	"6"	"히든조합"	"98,67,32,124"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"레일리x1 + 핸콕x1 + 파이러츠도킹5x1 + 반더데켄x1"	"31"	"4"
"152"	"발라티에"	"6"	"히든조합"	"100,51,168"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"제프x1 + 루피 기어세컨드x1 + 해적선x1"	"18"	"4"
"154"	"시류"	"6"	"히든조합"	"75,92,73"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"시류x1 + 마젤란x1 + 벤 베크만x1"	"38"	"4"
"155"	"레베카"	"6"	"히든조합"	"83,87"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"바제스x1 + 슈가x1"	"24"	"4"
"156"	"검호 미호크"	"6"	"히든조합"	"66,91,96"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"죠즈x1 + 미호크x1 + 샹크스x1"	"35"	"4"
"158"	"반더데켄"	"6"	"히든조합"	"98,80,54,168"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"아론x1 + 검은수염x1 + 해적선x1 + 반더데켄x1"	"35"	"4"
"160"	"사보"	"6"	"히든조합"	"84,81,94"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"로우x1 + 사보x1 + 오즈x1"	"42"	"4"
"161"	"아카이누"	"6"	"히든조합"	"79,98,46,57"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"킬러x1 + 아카이누x1 + 스쿼드x1 + 반더데켄x1"	"38"	"4"
"163"	"봉쿠레"	"6"	"히든조합"	"67,58,41,55"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"버기 마기탄x1 + 이나즈마 혁명군x1 + 핸콕x1 + 봉쿠레x1"	"23"	"4"
"164"	"류마"	"6"	"히든조합"	"65,85,13"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"브룩x1 + 조로 현상금 사냥꾼x1 + 류마x1"	"27"	"4"
"165"	"아오키지"	"6"	"히든조합"	"77,96,74"	"False"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"죠즈x1 + 모몬가x1 + 아오키지x1"	"41"	"4"
"166"	"킬러"	"6"	"히든조합"	"102,39,46,45"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"캡틴 키드x1 + 바질 호킨스x1 + 헤르메포x1 + 킬러x1"	"27"	"4"
"168"	"해적선"	"6"	"히든조합"	""	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	""	"0"	"0"
"253"	"캐럿"	"6"	"히든조합"	"90,33,15,124"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"쵸파 혼포인트x1 + 에넬x1 + 레일리x1 + 압살롬x2"	"28"	"4"
"302"	"료쿠규"	"6"	"히든조합"	"85,93,97,56"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"바르토로메오x1 + 이완코브x1 + 류마x1 + 쿠마x1"	"46"	"4"
"329"	"스튜시"	"6"	"히든조합"	"249,71,87"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"카쿠x1 + 슈가x1 + 센토마루x1"	"40"	"4"
"141"	"페로나"	"7"	"왜곡됨"	"103,66,15,24,28,16"	"False"	"True"	"True"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"True"	"목재x3 + 압살롬x1 + 페로나x1 + 미호크x1 + 저격왕x1 + 모리아x1"	"66"	"5"
"153"	"코알라"	"7"	"왜곡됨"	"105,69,23,16"	"False"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"비비x1 + 목재x3 + 로빈x1 + 징베x1"	"64"	"5"
"348"	"퀸"	"7"	"왜곡됨"	"290,64,22,16"	"True"	"False"	"True"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"True"	"False"	"False"	"프랑키x1 + 킹x1 + 목재x3 + 상디 디아블잠브x1"	"64"	"5"
"353"	"블랙마리아"	"7"	"왜곡됨"	"123,88,43,16"	"True"	"True"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"True"	"True"	"True"	"False"	"False"	"True"	"False"	"False"	"블랙마리아x1 + 목재x3 + 로빈 오하라x1 + 브룩 음악가x1"	"66"	"5"
"366"	"바제스"	"7"	"왜곡됨"	"160,83,26,20,16"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"사보x1 + 후쿠로x1 + 하찌x1 + 목재x3 + 바제스x1"	"62"	"5"
"367"	"에이스"	"7"	"왜곡됨"	"133,73,57,16"	"True"	"True"	"False"	"False"	"False"	"False"	"True"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"False"	"마젤란x1 + 목재x3 + 스쿼드x1 + 에이스x1"	"67"	"5"
